date,session_key,meeting_key,driver_number,position
2023-09-16T12:45:05.450000+00:00,9161,1219,55,1
2023-09-16T12:45:05.450000+00:00,9161,1219,63,2
2023-09-16T12:45:05.450000+00:00,9161,1219,4,3
2023-09-16T12:45:05.450000+00:00,9161,1219,1,4
2023-09-16T12:45:05.450000+00:00,9161,1219,16,5
2023-09-16T12:45:05.450000+00:00,9161,1219,44,6
2023-09-16T12:45:05.450000+00:00,9161,1219,81,7
2023-09-16T12:45:05.450000+00:00,9161,1219,11,8
2023-09-16T12:45:05.450000+00:00,9161,1219,27,9
2023-09-16T12:45:05.450000+00:00,9161,1219,22,10
2023-09-16T12:45:05.450000+00:00,9161,1219,20,11
2023-09-16T12:45:05.450000+00:00,9161,1219,31,12
2023-09-16T12:45:05.450000+00:00,9161,1219,14,13
2023-09-16T12:45:05.450000+00:00,9161,1219,18,14
2023-09-16T12:45:05.450000+00:00,9161,1219,10,15
2023-09-16T12:45:05.450000+00:00,9161,1219,40,16
2023-09-16T12:45:05.450000+00:00,9161,1219,23,17
2023-09-16T12:45:05.450000+00:00,9161,1219,77,18
2023-09-16T12:45:05.450000+00:00,9161,1219,24,19
2023-09-16T12:45:05.450000+00:00,9161,1219,2,20
2023-09-16T13:00:02.184000+00:00,9161,1219,55,2
2023-09-16T13:00:02.184000+00:00,9161,1219,63,3
2023-09-16T13:00:02.184000+00:00,9161,1219,4,4
2023-09-16T13:00:02.184000+00:00,9161,1219,1,5
2023-09-16T13:00:02.184000+00:00,9161,1219,16,6
2023-09-16T13:00:02.184000+00:00,9161,1219,44,7
2023-09-16T13:00:02.184000+00:00,9161,1219,81,8
2023-09-16T13:00:02.184000+00:00,9161,1219,11,9
2023-09-16T13:00:02.184000+00:00,9161,1219,27,10
2023-09-16T13:00:02.184000+00:00,9161,1219,22,11
2023-09-16T13:00:02.184000+00:00,9161,1219,20,12
2023-09-16T13:00:02.184000+00:00,9161,1219,31,13
2023-09-16T13:00:02.184000+00:00,9161,1219,14,14
2023-09-16T13:00:02.184000+00:00,9161,1219,18,15
2023-09-16T13:00:02.184000+00:00,9161,1219,10,16
2023-09-16T13:00:02.184000+00:00,9161,1219,40,17
2023-09-16T13:00:02.184000+00:00,9161,1219,23,18
2023-09-16T13:00:02.184000+00:00,9161,1219,77,19
2023-09-16T13:00:02.184000+00:00,9161,1219,24,20
2023-09-16T13:00:02.184000+00:00,9161,1219,2,1
2023-09-16T13:00:04.028000+00:00,9161,1219,55,3
2023-09-16T13:00:04.028000+00:00,9161,1219,63,4
2023-09-16T13:00:04.028000+00:00,9161,1219,4,5
2023-09-16T13:00:04.028000+00:00,9161,1219,1,6
2023-09-16T13:00:04.028000+00:00,9161,1219,16,7
2023-09-16T13:00:04.028000+00:00,9161,1219,44,8
2023-09-16T13:00:04.028000+00:00,9161,1219,81,9
2023-09-16T13:00:04.028000+00:00,9161,1219,11,10
2023-09-16T13:00:04.028000+00:00,9161,1219,27,11
2023-09-16T13:00:04.028000+00:00,9161,1219,22,12
2023-09-16T13:00:04.028000+00:00,9161,1219,20,1
2023-09-16T13:00:04.028000+00:00,9161,1219,2,2
2023-09-16T13:00:06.778000+00:00,9161,1219,55,4
2023-09-16T13:00:06.778000+00:00,9161,1219,63,5
2023-09-16T13:00:06.778000+00:00,9161,1219,4,6
2023-09-16T13:00:06.778000+00:00,9161,1219,1,7
2023-09-16T13:00:06.778000+00:00,9161,1219,16,8
2023-09-16T13:00:06.778000+00:00,9161,1219,44,9
2023-09-16T13:00:06.778000+00:00,9161,1219,81,10
2023-09-16T13:00:06.778000+00:00,9161,1219,11,11
2023-09-16T13:00:06.778000+00:00,9161,1219,27,12
2023-09-16T13:00:06.778000+00:00,9161,1219,22,13
2023-09-16T13:00:06.778000+00:00,9161,1219,31,14
2023-09-16T13:00:06.778000+00:00,9161,1219,14,15
2023-09-16T13:00:06.778000+00:00,9161,1219,18,16
2023-09-16T13:00:06.778000+00:00,9161,1219,10,17
2023-09-16T13:00:06.778000+00:00,9161,1219,40,2
2023-09-16T13:00:06.778000+00:00,9161,1219,2,3
2023-09-16T13:00:12.465000+00:00,9161,1219,55,5
2023-09-16T13:00:12.465000+00:00,9161,1219,63,6
2023-09-16T13:00:12.465000+00:00,9161,1219,4,7
2023-09-16T13:00:12.465000+00:00,9161,1219,1,8
2023-09-16T13:00:12.465000+00:00,9161,1219,16,9
2023-09-16T13:00:12.465000+00:00,9161,1219,44,10
2023-09-16T13:00:12.465000+00:00,9161,1219,81,11
2023-09-16T13:00:12.465000+00:00,9161,1219,11,12
2023-09-16T13:00:12.465000+00:00,9161,1219,27,1
2023-09-16T13:00:12.465000+00:00,9161,1219,20,2
2023-09-16T13:00:12.465000+00:00,9161,1219,40,3
2023-09-16T13:00:12.465000+00:00,9161,1219,2,4
2023-09-16T13:00:14.622000+00:00,9161,1219,55,6
2023-09-16T13:00:14.622000+00:00,9161,1219,63,7
2023-09-16T13:00:14.622000+00:00,9161,1219,4,8
2023-09-16T13:00:14.622000+00:00,9161,1219,1,9
2023-09-16T13:00:14.622000+00:00,9161,1219,16,10
2023-09-16T13:00:14.622000+00:00,9161,1219,44,11
2023-09-16T13:00:14.622000+00:00,9161,1219,81,12
2023-09-16T13:00:14.622000+00:00,9161,1219,11,13
2023-09-16T13:00:14.622000+00:00,9161,1219,22,14
2023-09-16T13:00:14.622000+00:00,9161,1219,31,15
2023-09-16T13:00:14.622000+00:00,9161,1219,14,16
2023-09-16T13:00:14.622000+00:00,9161,1219,18,17
2023-09-16T13:00:14.622000+00:00,9161,1219,10,18
2023-09-16T13:00:14.622000+00:00,9161,1219,23,19
2023-09-16T13:00:14.622000+00:00,9161,1219,77,4
2023-09-16T13:00:14.622000+00:00,9161,1219,2,5
2023-09-16T13:00:17.965000+00:00,9161,1219,55,7
2023-09-16T13:00:17.965000+00:00,9161,1219,63,8
2023-09-16T13:00:17.965000+00:00,9161,1219,4,9
2023-09-16T13:00:17.965000+00:00,9161,1219,1,10
2023-09-16T13:00:17.965000+00:00,9161,1219,16,11
2023-09-16T13:00:17.965000+00:00,9161,1219,44,12
2023-09-16T13:00:17.965000+00:00,9161,1219,81,13
2023-09-16T13:00:17.965000+00:00,9161,1219,11,14
2023-09-16T13:00:17.965000+00:00,9161,1219,22,15
2023-09-16T13:00:17.965000+00:00,9161,1219,31,16
2023-09-16T13:00:17.965000+00:00,9161,1219,14,17
2023-09-16T13:00:17.965000+00:00,9161,1219,18,18
2023-09-16T13:00:17.965000+00:00,9161,1219,10,19
2023-09-16T13:00:17.965000+00:00,9161,1219,23,20
2023-09-16T13:00:17.965000+00:00,9161,1219,24,5
2023-09-16T13:00:17.965000+00:00,9161,1219,2,6
2023-09-16T13:00:35.231000+00:00,9161,1219,55,8
2023-09-16T13:00:35.231000+00:00,9161,1219,63,9
2023-09-16T13:00:35.231000+00:00,9161,1219,4,1
2023-09-16T13:00:35.231000+00:00,9161,1219,27,2
2023-09-16T13:00:35.231000+00:00,9161,1219,20,3
2023-09-16T13:00:35.231000+00:00,9161,1219,40,4
2023-09-16T13:00:35.231000+00:00,9161,1219,77,5
2023-09-16T13:00:35.231000+00:00,9161,1219,24,6
2023-09-16T13:00:35.231000+00:00,9161,1219,2,7
2023-09-16T13:00:46.480000+00:00,9161,1219,55,9
2023-09-16T13:00:46.480000+00:00,9161,1219,63,10
2023-09-16T13:00:46.480000+00:00,9161,1219,1,11
2023-09-16T13:00:46.480000+00:00,9161,1219,16,12
2023-09-16T13:00:46.480000+00:00,9161,1219,44,13
2023-09-16T13:00:46.480000+00:00,9161,1219,81,14
2023-09-16T13:00:46.480000+00:00,9161,1219,11,2
2023-09-16T13:00:46.480000+00:00,9161,1219,27,3
2023-09-16T13:00:46.480000+00:00,9161,1219,20,4
2023-09-16T13:00:46.480000+00:00,9161,1219,40,5
2023-09-16T13:00:46.480000+00:00,9161,1219,77,6
2023-09-16T13:00:46.480000+00:00,9161,1219,24,7
2023-09-16T13:00:46.480000+00:00,9161,1219,2,8
2023-09-16T13:00:59.308000+00:00,9161,1219,55,10
2023-09-16T13:00:59.308000+00:00,9161,1219,63,11
2023-09-16T13:00:59.308000+00:00,9161,1219,1,2
2023-09-16T13:00:59.308000+00:00,9161,1219,11,3
2023-09-16T13:00:59.308000+00:00,9161,1219,27,4
2023-09-16T13:00:59.308000+00:00,9161,1219,20,5
2023-09-16T13:00:59.308000+00:00,9161,1219,40,6
2023-09-16T13:00:59.308000+00:00,9161,1219,77,7
2023-09-16T13:00:59.308000+00:00,9161,1219,24,8
2023-09-16T13:00:59.308000+00:00,9161,1219,2,9
2023-09-16T13:01:02.636000+00:00,9161,1219,55,1
2023-09-16T13:01:02.636000+00:00,9161,1219,4,2
2023-09-16T13:01:02.636000+00:00,9161,1219,1,3
2023-09-16T13:01:02.636000+00:00,9161,1219,11,4
2023-09-16T13:01:02.636000+00:00,9161,1219,27,5
2023-09-16T13:01:02.636000+00:00,9161,1219,20,6
2023-09-16T13:01:02.636000+00:00,9161,1219,40,7
2023-09-16T13:01:02.636000+00:00,9161,1219,77,8
2023-09-16T13:01:02.636000+00:00,9161,1219,24,9
2023-09-16T13:01:02.636000+00:00,9161,1219,2,10
2023-09-16T13:01:06.339000+00:00,9161,1219,63,12
2023-09-16T13:01:06.339000+00:00,9161,1219,16,4
2023-09-16T13:01:06.339000+00:00,9161,1219,11,5
2023-09-16T13:01:06.339000+00:00,9161,1219,27,6
2023-09-16T13:01:06.339000+00:00,9161,1219,20,7
2023-09-16T13:01:06.339000+00:00,9161,1219,40,8
2023-09-16T13:01:06.339000+00:00,9161,1219,77,9
2023-09-16T13:01:06.339000+00:00,9161,1219,24,10
2023-09-16T13:01:06.339000+00:00,9161,1219,2,11
2023-09-16T13:01:08.777000+00:00,9161,1219,63,13
2023-09-16T13:01:08.777000+00:00,9161,1219,44,14
2023-09-16T13:01:08.777000+00:00,9161,1219,81,5
2023-09-16T13:01:08.777000+00:00,9161,1219,11,6
2023-09-16T13:01:08.777000+00:00,9161,1219,27,7
2023-09-16T13:01:08.777000+00:00,9161,1219,20,8
2023-09-16T13:01:08.777000+00:00,9161,1219,40,9
2023-09-16T13:01:08.777000+00:00,9161,1219,77,10
2023-09-16T13:01:08.777000+00:00,9161,1219,24,11
2023-09-16T13:01:08.777000+00:00,9161,1219,2,12
2023-09-16T13:01:16.042000+00:00,9161,1219,63,14
2023-09-16T13:01:16.042000+00:00,9161,1219,44,15
2023-09-16T13:01:16.042000+00:00,9161,1219,22,16
2023-09-16T13:01:16.042000+00:00,9161,1219,31,17
2023-09-16T13:01:16.042000+00:00,9161,1219,14,18
2023-09-16T13:01:16.042000+00:00,9161,1219,18,9
2023-09-16T13:01:16.042000+00:00,9161,1219,40,10
2023-09-16T13:01:16.042000+00:00,9161,1219,77,11
2023-09-16T13:01:16.042000+00:00,9161,1219,24,12
2023-09-16T13:01:16.042000+00:00,9161,1219,2,13
2023-09-16T13:01:59.932000+00:00,9161,1219,55,2
2023-09-16T13:01:59.932000+00:00,9161,1219,4,3
2023-09-16T13:01:59.932000+00:00,9161,1219,1,4
2023-09-16T13:01:59.932000+00:00,9161,1219,16,5
2023-09-16T13:01:59.932000+00:00,9161,1219,81,6
2023-09-16T13:01:59.932000+00:00,9161,1219,11,7
2023-09-16T13:01:59.932000+00:00,9161,1219,27,8
2023-09-16T13:01:59.932000+00:00,9161,1219,20,9
2023-09-16T13:01:59.932000+00:00,9161,1219,18,10
2023-09-16T13:01:59.932000+00:00,9161,1219,40,11
2023-09-16T13:01:59.932000+00:00,9161,1219,77,12
2023-09-16T13:01:59.932000+00:00,9161,1219,24,13
2023-09-16T13:01:59.932000+00:00,9161,1219,2,1
2023-09-16T13:02:07.338000+00:00,9161,1219,55,3
2023-09-16T13:02:07.338000+00:00,9161,1219,4,4
2023-09-16T13:02:07.338000+00:00,9161,1219,1,5
2023-09-16T13:02:07.338000+00:00,9161,1219,16,6
2023-09-16T13:02:07.338000+00:00,9161,1219,81,7
2023-09-16T13:02:07.338000+00:00,9161,1219,11,8
2023-09-16T13:02:07.338000+00:00,9161,1219,27,9
2023-09-16T13:02:07.338000+00:00,9161,1219,20,1
2023-09-16T13:02:07.338000+00:00,9161,1219,2,2
2023-09-16T13:02:13.635000+00:00,9161,1219,55,4
2023-09-16T13:02:13.635000+00:00,9161,1219,4,5
2023-09-16T13:02:13.635000+00:00,9161,1219,1,6
2023-09-16T13:02:13.635000+00:00,9161,1219,16,7
2023-09-16T13:02:13.635000+00:00,9161,1219,81,8
2023-09-16T13:02:13.635000+00:00,9161,1219,11,9
2023-09-16T13:02:13.635000+00:00,9161,1219,27,1
2023-09-16T13:02:13.635000+00:00,9161,1219,20,2
2023-09-16T13:02:13.635000+00:00,9161,1219,2,3
2023-09-16T13:02:19.948000+00:00,9161,1219,55,5
2023-09-16T13:02:19.948000+00:00,9161,1219,4,6
2023-09-16T13:02:19.948000+00:00,9161,1219,1,7
2023-09-16T13:02:19.948000+00:00,9161,1219,16,8
2023-09-16T13:02:19.948000+00:00,9161,1219,81,9
2023-09-16T13:02:19.948000+00:00,9161,1219,11,10
2023-09-16T13:02:19.948000+00:00,9161,1219,18,11
2023-09-16T13:02:19.948000+00:00,9161,1219,40,3
2023-09-16T13:02:19.948000+00:00,9161,1219,2,4
2023-09-16T13:02:25.322000+00:00,9161,1219,55,6
2023-09-16T13:02:25.322000+00:00,9161,1219,4,7
2023-09-16T13:02:25.322000+00:00,9161,1219,1,8
2023-09-16T13:02:25.322000+00:00,9161,1219,16,9
2023-09-16T13:02:25.322000+00:00,9161,1219,81,10
2023-09-16T13:02:25.322000+00:00,9161,1219,11,11
2023-09-16T13:02:25.322000+00:00,9161,1219,18,12
2023-09-16T13:02:25.322000+00:00,9161,1219,77,4
2023-09-16T13:02:25.322000+00:00,9161,1219,2,5
2023-09-16T13:02:30.291000+00:00,9161,1219,55,7
2023-09-16T13:02:30.291000+00:00,9161,1219,4,8
2023-09-16T13:02:30.291000+00:00,9161,1219,1,9
2023-09-16T13:02:30.291000+00:00,9161,1219,16,10
2023-09-16T13:02:30.291000+00:00,9161,1219,81,11
2023-09-16T13:02:30.291000+00:00,9161,1219,11,12
2023-09-16T13:02:30.291000+00:00,9161,1219,18,13
2023-09-16T13:02:30.291000+00:00,9161,1219,24,5
2023-09-16T13:02:30.291000+00:00,9161,1219,2,6
2023-09-16T13:02:39.822000+00:00,9161,1219,55,8
2023-09-16T13:02:39.822000+00:00,9161,1219,4,1
2023-09-16T13:02:39.822000+00:00,9161,1219,27,2
2023-09-16T13:02:39.822000+00:00,9161,1219,20,3
2023-09-16T13:02:39.822000+00:00,9161,1219,40,4
2023-09-16T13:02:39.822000+00:00,9161,1219,77,5
2023-09-16T13:02:39.822000+00:00,9161,1219,24,6
2023-09-16T13:02:39.822000+00:00,9161,1219,2,7
2023-09-16T13:02:50.885000+00:00,9161,1219,55,9
2023-09-16T13:02:50.885000+00:00,9161,1219,1,10
2023-09-16T13:02:50.885000+00:00,9161,1219,16,11
2023-09-16T13:02:50.885000+00:00,9161,1219,81,12
2023-09-16T13:02:50.885000+00:00,9161,1219,11,2
2023-09-16T13:02:50.885000+00:00,9161,1219,27,3
2023-09-16T13:02:50.885000+00:00,9161,1219,20,4
2023-09-16T13:02:50.885000+00:00,9161,1219,40,5
2023-09-16T13:02:50.885000+00:00,9161,1219,77,6
2023-09-16T13:02:50.885000+00:00,9161,1219,24,7
2023-09-16T13:02:50.885000+00:00,9161,1219,2,8
2023-09-16T13:03:04.650000+00:00,9161,1219,55,10
2023-09-16T13:03:04.650000+00:00,9161,1219,1,2
2023-09-16T13:03:04.650000+00:00,9161,1219,11,3
2023-09-16T13:03:04.650000+00:00,9161,1219,27,4
2023-09-16T13:03:04.650000+00:00,9161,1219,20,5
2023-09-16T13:03:04.650000+00:00,9161,1219,40,6
2023-09-16T13:03:04.650000+00:00,9161,1219,77,7
2023-09-16T13:03:04.650000+00:00,9161,1219,24,8
2023-09-16T13:03:04.650000+00:00,9161,1219,2,9
2023-09-16T13:03:14.244000+00:00,9161,1219,55,1
2023-09-16T13:03:14.244000+00:00,9161,1219,4,2
2023-09-16T13:03:14.244000+00:00,9161,1219,1,3
2023-09-16T13:03:14.244000+00:00,9161,1219,11,4
2023-09-16T13:03:14.244000+00:00,9161,1219,27,5
2023-09-16T13:03:14.244000+00:00,9161,1219,20,6
2023-09-16T13:03:14.244000+00:00,9161,1219,40,7
2023-09-16T13:03:14.244000+00:00,9161,1219,77,8
2023-09-16T13:03:14.244000+00:00,9161,1219,24,9
2023-09-16T13:03:14.244000+00:00,9161,1219,2,10
2023-09-16T13:03:23.275000+00:00,9161,1219,16,4
2023-09-16T13:03:23.275000+00:00,9161,1219,11,5
2023-09-16T13:03:23.275000+00:00,9161,1219,27,6
2023-09-16T13:03:23.275000+00:00,9161,1219,20,7
2023-09-16T13:03:23.275000+00:00,9161,1219,40,8
2023-09-16T13:03:23.275000+00:00,9161,1219,77,9
2023-09-16T13:03:23.275000+00:00,9161,1219,24,10
2023-09-16T13:03:23.275000+00:00,9161,1219,2,11
2023-09-16T13:03:30.681000+00:00,9161,1219,81,5
2023-09-16T13:03:30.681000+00:00,9161,1219,11,6
2023-09-16T13:03:30.681000+00:00,9161,1219,27,7
2023-09-16T13:03:30.681000+00:00,9161,1219,20,8
2023-09-16T13:03:30.681000+00:00,9161,1219,40,9
2023-09-16T13:03:30.681000+00:00,9161,1219,77,10
2023-09-16T13:03:30.681000+00:00,9161,1219,24,11
2023-09-16T13:03:30.681000+00:00,9161,1219,2,12
2023-09-16T13:03:31.040000+00:00,9161,1219,63,13
2023-09-16T13:03:31.040000+00:00,9161,1219,18,14
2023-09-16T13:03:35.399000+00:00,9161,1219,55,2
2023-09-16T13:03:35.399000+00:00,9161,1219,4,3
2023-09-16T13:03:35.399000+00:00,9161,1219,1,4
2023-09-16T13:03:35.399000+00:00,9161,1219,16,5
2023-09-16T13:03:35.399000+00:00,9161,1219,81,6
2023-09-16T13:03:35.399000+00:00,9161,1219,11,7
2023-09-16T13:03:35.399000+00:00,9161,1219,27,8
2023-09-16T13:03:35.399000+00:00,9161,1219,20,9
2023-09-16T13:03:35.399000+00:00,9161,1219,40,10
2023-09-16T13:03:35.399000+00:00,9161,1219,77,11
2023-09-16T13:03:35.399000+00:00,9161,1219,24,12
2023-09-16T13:03:35.399000+00:00,9161,1219,2,1
2023-09-16T13:03:37.118000+00:00,9161,1219,44,14
2023-09-16T13:03:37.118000+00:00,9161,1219,18,15
2023-09-16T13:03:38.009000+00:00,9161,1219,63,14
2023-09-16T13:03:38.009000+00:00,9161,1219,44,15
2023-09-16T13:03:38.009000+00:00,9161,1219,18,10
2023-09-16T13:03:38.009000+00:00,9161,1219,40,11
2023-09-16T13:03:38.009000+00:00,9161,1219,77,12
2023-09-16T13:03:38.009000+00:00,9161,1219,24,13
2023-09-16T13:03:40.587000+00:00,9161,1219,55,3
2023-09-16T13:03:40.587000+00:00,9161,1219,4,4
2023-09-16T13:03:40.587000+00:00,9161,1219,1,5
2023-09-16T13:03:40.587000+00:00,9161,1219,16,6
2023-09-16T13:03:40.587000+00:00,9161,1219,81,7
2023-09-16T13:03:40.587000+00:00,9161,1219,11,8
2023-09-16T13:03:40.587000+00:00,9161,1219,27,9
2023-09-16T13:03:40.587000+00:00,9161,1219,20,1
2023-09-16T13:03:40.587000+00:00,9161,1219,2,2
2023-09-16T13:03:47.415000+00:00,9161,1219,55,4
2023-09-16T13:03:47.415000+00:00,9161,1219,4,5
2023-09-16T13:03:47.415000+00:00,9161,1219,1,6
2023-09-16T13:03:47.415000+00:00,9161,1219,16,7
2023-09-16T13:03:47.415000+00:00,9161,1219,81,8
2023-09-16T13:03:47.415000+00:00,9161,1219,11,9
2023-09-16T13:03:47.415000+00:00,9161,1219,27,2
2023-09-16T13:03:47.415000+00:00,9161,1219,2,3
2023-09-16T13:03:53.524000+00:00,9161,1219,55,5
2023-09-16T13:03:53.524000+00:00,9161,1219,4,6
2023-09-16T13:03:53.524000+00:00,9161,1219,1,7
2023-09-16T13:03:53.524000+00:00,9161,1219,16,8
2023-09-16T13:03:53.524000+00:00,9161,1219,81,9
2023-09-16T13:03:53.524000+00:00,9161,1219,11,10
2023-09-16T13:03:53.524000+00:00,9161,1219,27,3
2023-09-16T13:03:53.524000+00:00,9161,1219,18,11
2023-09-16T13:03:53.524000+00:00,9161,1219,40,2
2023-09-16T13:03:53.524000+00:00,9161,1219,2,4
2023-09-16T13:03:59.040000+00:00,9161,1219,55,6
2023-09-16T13:03:59.040000+00:00,9161,1219,4,7
2023-09-16T13:03:59.040000+00:00,9161,1219,1,8
2023-09-16T13:03:59.040000+00:00,9161,1219,16,9
2023-09-16T13:03:59.040000+00:00,9161,1219,81,10
2023-09-16T13:03:59.040000+00:00,9161,1219,11,11
2023-09-16T13:03:59.040000+00:00,9161,1219,18,12
2023-09-16T13:03:59.040000+00:00,9161,1219,77,4
2023-09-16T13:03:59.040000+00:00,9161,1219,2,5
2023-09-16T13:04:04.899000+00:00,9161,1219,55,7
2023-09-16T13:04:04.899000+00:00,9161,1219,4,8
2023-09-16T13:04:04.899000+00:00,9161,1219,1,9
2023-09-16T13:04:04.899000+00:00,9161,1219,16,10
2023-09-16T13:04:04.899000+00:00,9161,1219,81,11
2023-09-16T13:04:04.899000+00:00,9161,1219,11,12
2023-09-16T13:04:04.899000+00:00,9161,1219,18,13
2023-09-16T13:04:04.899000+00:00,9161,1219,24,5
2023-09-16T13:04:04.899000+00:00,9161,1219,2,6
2023-09-16T13:04:12.524000+00:00,9161,1219,55,8
2023-09-16T13:04:12.524000+00:00,9161,1219,4,1
2023-09-16T13:04:12.524000+00:00,9161,1219,27,4
2023-09-16T13:04:12.524000+00:00,9161,1219,20,2
2023-09-16T13:04:12.524000+00:00,9161,1219,40,3
2023-09-16T13:04:12.524000+00:00,9161,1219,77,5
2023-09-16T13:04:12.524000+00:00,9161,1219,24,6
2023-09-16T13:04:12.524000+00:00,9161,1219,2,7
2023-09-16T13:04:23.461000+00:00,9161,1219,55,9
2023-09-16T13:04:23.461000+00:00,9161,1219,1,10
2023-09-16T13:04:23.461000+00:00,9161,1219,16,11
2023-09-16T13:04:23.461000+00:00,9161,1219,81,12
2023-09-16T13:04:23.461000+00:00,9161,1219,11,2
2023-09-16T13:04:23.461000+00:00,9161,1219,27,5
2023-09-16T13:04:23.461000+00:00,9161,1219,20,3
2023-09-16T13:04:23.461000+00:00,9161,1219,40,4
2023-09-16T13:04:23.461000+00:00,9161,1219,77,6
2023-09-16T13:04:23.461000+00:00,9161,1219,24,7
2023-09-16T13:04:23.461000+00:00,9161,1219,2,8
